LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value
BEL;CPI;TOT;AGRWTH;M;1993-12;2.697163
BEL;CPI;TOT;AGRWTH;M;1994-01;2.421775
BEL;CPI;TOT;AGRWTH;M;1994-02;2.490381
BEL;CPI;TOT;AGRWTH;M;1994-03;2.315408
BEL;CPI;TOT;AGRWTH;M;1994-04;2.409382
BEL;CPI;TOT;AGRWTH;M;1994-05;2.55455
BEL;CPI;TOT;AGRWTH;M;1994-06;2.756492
BEL;CPI;TOT;AGRWTH;M;1994-07;2.717276
BEL;CPI;TOT;AGRWTH;M;1994-08;2.44262
BEL;CPI;TOT;AGRWTH;M;1994-09;2.457547
BEL;CPI;TOT;AGRWTH;M;1994-10;2.128108
BEL;CPI;TOT;AGRWTH;M;1994-11;1.988427
BEL;CPI;TOT;AGRWTH;M;1994-12;1.859439
BEL;CPI;TOT;AGRWTH;M;1995-01;1.872777
BEL;CPI;TOT;AGRWTH;M;1995-02;1.825008
BEL;CPI;TOT;AGRWTH;M;1995-03;1.741579
BEL;CPI;TOT;AGRWTH;M;1995-04;1.717676
BEL;CPI;TOT;AGRWTH;M;1995-05;1.380384
BEL;CPI;TOT;AGRWTH;M;1995-06;1.273951
BEL;CPI;TOT;AGRWTH;M;1995-07;1.19403
BEL;CPI;TOT;AGRWTH;M;1995-08;1.284687
BEL;CPI;TOT;AGRWTH;M;1995-09;1.194153
BEL;CPI;TOT;AGRWTH;M;1995-10;1.217248
BEL;CPI;TOT;AGRWTH;M;1995-11;1.464824
BEL;CPI;TOT;AGRWTH;M;1995-12;1.464521
BEL;CPI;TOT;AGRWTH;M;1996-01;1.96159
BEL;CPI;TOT;AGRWTH;M;1996-02;1.881356
BEL;CPI;TOT;AGRWTH;M;1996-03;2.037
BEL;CPI;TOT;AGRWTH;M;1996-04;2.053134
BEL;CPI;TOT;AGRWTH;M;1996-05;1.911648
BEL;CPI;TOT;AGRWTH;M;1996-06;1.82181
BEL;CPI;TOT;AGRWTH;M;1996-07;1.931144
BEL;CPI;TOT;AGRWTH;M;1996-08;1.939865
BEL;CPI;TOT;AGRWTH;M;1996-09;1.984448
BEL;CPI;TOT;AGRWTH;M;1996-10;2.472633
BEL;CPI;TOT;AGRWTH;M;1996-11;2.379929
BEL;CPI;TOT;AGRWTH;M;1996-12;2.545016
BEL;CPI;TOT;AGRWTH;M;1997-01;2.323934
BEL;CPI;TOT;AGRWTH;M;1997-02;1.99406
BEL;CPI;TOT;AGRWTH;M;1997-03;1.455625
BEL;CPI;TOT;AGRWTH;M;1997-04;1.255643
BEL;CPI;TOT;AGRWTH;M;1997-05;1.582815
BEL;CPI;TOT;AGRWTH;M;1997-06;1.738025
BEL;CPI;TOT;AGRWTH;M;1997-07;1.895269
BEL;CPI;TOT;AGRWTH;M;1997-08;1.834477
BEL;CPI;TOT;AGRWTH;M;1997-09;1.613809
BEL;CPI;TOT;AGRWTH;M;1997-10;1.301245
BEL;CPI;TOT;AGRWTH;M;1997-11;1.411009
BEL;CPI;TOT;AGRWTH;M;1997-12;1.143495
BEL;CPI;TOT;AGRWTH;M;1998-01;0.4016064
BEL;CPI;TOT;AGRWTH;M;1998-02;0.7348863
BEL;CPI;TOT;AGRWTH;M;1998-03;1.030784
BEL;CPI;TOT;AGRWTH;M;1998-04;1.504807
BEL;CPI;TOT;AGRWTH;M;1998-05;1.850306
BEL;CPI;TOT;AGRWTH;M;1998-06;1.583333
BEL;CPI;TOT;AGRWTH;M;1998-07;1.019565
BEL;CPI;TOT;AGRWTH;M;1998-08;0.440044
BEL;CPI;TOT;AGRWTH;M;1998-09;0.8286148
BEL;CPI;TOT;AGRWTH;M;1998-10;0.8563536
BEL;CPI;TOT;AGRWTH;M;1998-11;0.5785921
BEL;CPI;TOT;AGRWTH;M;1998-12;0.5790707
BEL;CPI;TOT;AGRWTH;M;1999-01;0.9655172
BEL;CPI;TOT;AGRWTH;M;1999-02;0.9772884
BEL;CPI;TOT;AGRWTH;M;1999-03;1.227078
BEL;CPI;TOT;AGRWTH;M;1999-04;1.166781
BEL;CPI;TOT;AGRWTH;M;1999-05;0.8468788
BEL;CPI;TOT;AGRWTH;M;1999-06;0.7519825
BEL;CPI;TOT;AGRWTH;M;1999-07;0.6546645
BEL;CPI;TOT;AGRWTH;M;1999-08;0.9173056
BEL;CPI;TOT;AGRWTH;M;1999-09;1.177921
BEL;CPI;TOT;AGRWTH;M;1999-10;1.301013
BEL;CPI;TOT;AGRWTH;M;1999-11;1.534036
BEL;CPI;TOT;AGRWTH;M;1999-12;1.932831
BEL;CPI;TOT;AGRWTH;M;2000-01;1.775956
BEL;CPI;TOT;AGRWTH;M;2000-02;1.93566
BEL;CPI;TOT;AGRWTH;M;2000-03;2.247344
BEL;CPI;TOT;AGRWTH;M;2000-04;2.048847
BEL;CPI;TOT;AGRWTH;M;2000-05;2.167141
BEL;CPI;TOT;AGRWTH;M;2000-06;2.741213
BEL;CPI;TOT;AGRWTH;M;2000-07;2.791328
BEL;CPI;TOT;AGRWTH;M;2000-08;2.876136
BEL;CPI;TOT;AGRWTH;M;2000-09;3.370786
BEL;CPI;TOT;AGRWTH;M;2000-10;2.974179
BEL;CPI;TOT;AGRWTH;M;2000-11;3.089168
BEL;CPI;TOT;AGRWTH;M;2000-12;2.501345
BEL;CPI;TOT;AGRWTH;M;2001-01;2.201342
BEL;CPI;TOT;AGRWTH;M;2001-02;2.259963
BEL;CPI;TOT;AGRWTH;M;2001-03;2.091381
BEL;CPI;TOT;AGRWTH;M;2001-04;2.778886
BEL;CPI;TOT;AGRWTH;M;2001-05;3.128729
BEL;CPI;TOT;AGRWTH;M;2001-06;2.932241
BEL;CPI;TOT;AGRWTH;M;2001-07;2.649618
BEL;CPI;TOT;AGRWTH;M;2001-08;2.677041
BEL;CPI;TOT;AGRWTH;M;2001-09;2.252488
BEL;CPI;TOT;AGRWTH;M;2001-10;2.350007
BEL;CPI;TOT;AGRWTH;M;2001-11;2.13295
BEL;CPI;TOT;AGRWTH;M;2001-12;2.177906
BEL;CPI;TOT;AGRWTH;M;2002-01;2.902548
BEL;CPI;TOT;AGRWTH;M;2002-02;2.628482
BEL;CPI;TOT;AGRWTH;M;2002-03;2.674843
BEL;CPI;TOT;AGRWTH;M;2002-04;1.824062
BEL;CPI;TOT;AGRWTH;M;2002-05;1.336933
BEL;CPI;TOT;AGRWTH;M;2002-06;0.872578
BEL;CPI;TOT;AGRWTH;M;2002-07;1.284192
BEL;CPI;TOT;AGRWTH;M;2002-08;1.258669
BEL;CPI;TOT;AGRWTH;M;2002-09;1.255123
BEL;CPI;TOT;AGRWTH;M;2002-10;1.295536
BEL;CPI;TOT;AGRWTH;M;2002-11;1.101858
BEL;CPI;TOT;AGRWTH;M;2002-12;1.373909
BEL;CPI;TOT;AGRWTH;M;2003-01;1.212508
BEL;CPI;TOT;AGRWTH;M;2003-02;1.745668
BEL;CPI;TOT;AGRWTH;M;2003-03;1.753717
BEL;CPI;TOT;AGRWTH;M;2003-04;1.473764
BEL;CPI;TOT;AGRWTH;M;2003-05;1.040213
BEL;CPI;TOT;AGRWTH;M;2003-06;1.615571
BEL;CPI;TOT;AGRWTH;M;2003-07;1.470775
BEL;CPI;TOT;AGRWTH;M;2003-08;1.788432
BEL;CPI;TOT;AGRWTH;M;2003-09;1.796104
BEL;CPI;TOT;AGRWTH;M;2003-10;1.58288
BEL;CPI;TOT;AGRWTH;M;2003-11;1.850209
BEL;CPI;TOT;AGRWTH;M;2003-12;1.735276
BEL;CPI;TOT;AGRWTH;M;2004-01;1.588903
BEL;CPI;TOT;AGRWTH;M;2004-02;1.264872
BEL;CPI;TOT;AGRWTH;M;2004-03;1.124017
BEL;CPI;TOT;AGRWTH;M;2004-04;1.928133
BEL;CPI;TOT;AGRWTH;M;2004-05;2.59887
BEL;CPI;TOT;AGRWTH;M;2004-06;2.25338
BEL;CPI;TOT;AGRWTH;M;2004-07;2.411596
BEL;CPI;TOT;AGRWTH;M;2004-08;2.255452
BEL;CPI;TOT;AGRWTH;M;2004-09;2.037773
BEL;CPI;TOT;AGRWTH;M;2004-10;2.867115
BEL;CPI;TOT;AGRWTH;M;2004-11;2.550703
BEL;CPI;TOT;AGRWTH;M;2004-12;2.278386
BEL;CPI;TOT;AGRWTH;M;2005-01;2.259186
BEL;CPI;TOT;AGRWTH;M;2005-02;2.55998
BEL;CPI;TOT;AGRWTH;M;2005-03;3.075213
BEL;CPI;TOT;AGRWTH;M;2005-04;2.751505
BEL;CPI;TOT;AGRWTH;M;2005-05;2.520803
BEL;CPI;TOT;AGRWTH;M;2005-06;2.877081
BEL;CPI;TOT;AGRWTH;M;2005-07;3.135676
BEL;CPI;TOT;AGRWTH;M;2005-08;3.119668
BEL;CPI;TOT;AGRWTH;M;2005-09;3.153921
BEL;CPI;TOT;AGRWTH;M;2005-10;2.472128
BEL;CPI;TOT;AGRWTH;M;2005-11;2.560058
BEL;CPI;TOT;AGRWTH;M;2005-12;2.884967
BEL;CPI;TOT;AGRWTH;M;2006-01;2.621996
BEL;CPI;TOT;AGRWTH;M;2006-02;2.387556
BEL;CPI;TOT;AGRWTH;M;2006-03;1.701414
BEL;CPI;TOT;AGRWTH;M;2006-04;1.96055
BEL;CPI;TOT;AGRWTH;M;2006-05;2.184292
BEL;CPI;TOT;AGRWTH;M;2006-06;1.86838
BEL;CPI;TOT;AGRWTH;M;2006-07;1.608896
BEL;CPI;TOT;AGRWTH;M;2006-08;1.63082
BEL;CPI;TOT;AGRWTH;M;2006-09;1.227718
BEL;CPI;TOT;AGRWTH;M;2006-10;1.206244
BEL;CPI;TOT;AGRWTH;M;2006-11;1.490595
BEL;CPI;TOT;AGRWTH;M;2006-12;1.644581
BEL;CPI;TOT;AGRWTH;M;2007-01;1.66785
BEL;CPI;TOT;AGRWTH;M;2007-02;1.766576
BEL;CPI;TOT;AGRWTH;M;2007-03;1.814326
BEL;CPI;TOT;AGRWTH;M;2007-04;1.782155
BEL;CPI;TOT;AGRWTH;M;2007-05;1.284897
BEL;CPI;TOT;AGRWTH;M;2007-06;1.285047
BEL;CPI;TOT;AGRWTH;M;2007-07;1.37385
BEL;CPI;TOT;AGRWTH;M;2007-08;1.116279
BEL;CPI;TOT;AGRWTH;M;2007-09;1.504373
BEL;CPI;TOT;AGRWTH;M;2007-10;2.243515
BEL;CPI;TOT;AGRWTH;M;2007-11;2.949062
BEL;CPI;TOT;AGRWTH;M;2007-12;3.084623
BEL;CPI;TOT;AGRWTH;M;2008-01;3.455497
BEL;CPI;TOT;AGRWTH;M;2008-02;3.645411
BEL;CPI;TOT;AGRWTH;M;2008-03;4.385559
BEL;CPI;TOT;AGRWTH;M;2008-04;4.158507
BEL;CPI;TOT;AGRWTH;M;2008-05;5.212778
BEL;CPI;TOT;AGRWTH;M;2008-06;5.801615
BEL;CPI;TOT;AGRWTH;M;2008-07;5.903296
BEL;CPI;TOT;AGRWTH;M;2008-08;5.393284
BEL;CPI;TOT;AGRWTH;M;2008-09;5.46875
BEL;CPI;TOT;AGRWTH;M;2008-10;4.72
BEL;CPI;TOT;AGRWTH;M;2008-11;3.136322
BEL;CPI;TOT;AGRWTH;M;2008-12;2.630985
BEL;CPI;TOT;AGRWTH;M;2009-01;2.316689
BEL;CPI;TOT;AGRWTH;M;2009-02;1.931666
BEL;CPI;TOT;AGRWTH;M;2009-03;0.6207737
BEL;CPI;TOT;AGRWTH;M;2009-04;0.597213
BEL;CPI;TOT;AGRWTH;M;2009-05;-0.3726844
BEL;CPI;TOT;AGRWTH;M;2009-06;-1.101057
BEL;CPI;TOT;AGRWTH;M;2009-07;-1.680946
BEL;CPI;TOT;AGRWTH;M;2009-08;-0.7746863
BEL;CPI;TOT;AGRWTH;M;2009-09;-1.198257
BEL;CPI;TOT;AGRWTH;M;2009-10;-0.9712976
BEL;CPI;TOT;AGRWTH;M;2009-11;-0.1207597
BEL;CPI;TOT;AGRWTH;M;2009-12;0.2640555
BEL;CPI;TOT;AGRWTH;M;2010-01;0.6155199
BEL;CPI;TOT;AGRWTH;M;2010-02;0.7010626
BEL;CPI;TOT;AGRWTH;M;2010-03;1.652528
BEL;CPI;TOT;AGRWTH;M;2010-04;1.791996
BEL;CPI;TOT;AGRWTH;M;2010-05;2.277478
BEL;CPI;TOT;AGRWTH;M;2010-06;2.458113
BEL;CPI;TOT;AGRWTH;M;2010-07;2.570042
BEL;CPI;TOT;AGRWTH;M;2010-08;2.320211
BEL;CPI;TOT;AGRWTH;M;2010-09;2.910695
BEL;CPI;TOT;AGRWTH;M;2010-10;3.008596
BEL;CPI;TOT;AGRWTH;M;2010-11;2.868762
BEL;CPI;TOT;AGRWTH;M;2010-12;3.105454
BEL;CPI;TOT;AGRWTH;M;2011-01;3.222635
BEL;CPI;TOT;AGRWTH;M;2011-02;3.383009
BEL;CPI;TOT;AGRWTH;M;2011-03;3.522272
BEL;CPI;TOT;AGRWTH;M;2011-04;3.412896
BEL;CPI;TOT;AGRWTH;M;2011-05;3.345525
BEL;CPI;TOT;AGRWTH;M;2011-06;3.679398
BEL;CPI;TOT;AGRWTH;M;2011-07;3.753092
BEL;CPI;TOT;AGRWTH;M;2011-08;3.600215
BEL;CPI;TOT;AGRWTH;M;2011-09;3.556889
BEL;CPI;TOT;AGRWTH;M;2011-10;3.573339
BEL;CPI;TOT;AGRWTH;M;2011-11;3.846565
BEL;CPI;TOT;AGRWTH;M;2011-12;3.480204
BEL;CPI;TOT;AGRWTH;M;2012-01;3.65118
BEL;CPI;TOT;AGRWTH;M;2012-02;3.661616
BEL;CPI;TOT;AGRWTH;M;2012-03;3.360553
BEL;CPI;TOT;AGRWTH;M;2012-04;3.185379
BEL;CPI;TOT;AGRWTH;M;2012-05;2.810451
BEL;CPI;TOT;AGRWTH;M;2012-06;2.251738
BEL;CPI;TOT;AGRWTH;M;2012-07;2.321725
BEL;CPI;TOT;AGRWTH;M;2012-08;2.852697
BEL;CPI;TOT;AGRWTH;M;2012-09;2.751914
BEL;CPI;TOT;AGRWTH;M;2012-10;2.778639
BEL;CPI;TOT;AGRWTH;M;2012-11;2.263607
BEL;CPI;TOT;AGRWTH;M;2012-12;2.231822
BEL;CPI;TOT;AGRWTH;M;2013-01;1.460078
BEL;CPI;TOT;AGRWTH;M;2013-02;1.187576
BEL;CPI;TOT;AGRWTH;M;2013-03;1.11415
BEL;CPI;TOT;AGRWTH;M;2013-04;1.002024
BEL;CPI;TOT;AGRWTH;M;2013-05;1.18457
BEL;CPI;TOT;AGRWTH;M;2013-06;1.593262
BEL;CPI;TOT;AGRWTH;M;2013-07;1.509319
BEL;CPI;TOT;AGRWTH;M;2013-08;1.008573
BEL;CPI;TOT;AGRWTH;M;2013-09;0.8960934
BEL;CPI;TOT;AGRWTH;M;2013-10;0.6331658
BEL;CPI;TOT;AGRWTH;M;2013-11;0.8149713
BEL;CPI;TOT;AGRWTH;M;2013-12;0.9657947
BEL;CPI;TOT;AGRWTH;M;2014-01;1.137164
BEL;CPI;TOT;AGRWTH;M;2014-02;0.9730163
BEL;CPI;TOT;AGRWTH;M;2014-03;0.8915156
BEL;CPI;TOT;AGRWTH;M;2014-04;0.6213048
BEL;CPI;TOT;AGRWTH;M;2014-05;0.3602161
BEL;CPI;TOT;AGRWTH;M;2014-06;0.2697033
BEL;CPI;TOT;AGRWTH;M;2014-07;0.3392875
BEL;CPI;TOT;AGRWTH;M;2014-08;0.01997004
BEL;CPI;TOT;AGRWTH;M;2014-09;-0.1197485
BEL;CPI;TOT;AGRWTH;M;2014-10;0.08988315
BEL;CPI;TOT;AGRWTH;M;2014-11;-0.1097804
BEL;CPI;TOT;AGRWTH;M;2014-12;-0.3786369
BEL;CPI;TOT;AGRWTH;M;2015-01;-0.6467662
BEL;CPI;TOT;AGRWTH;M;2015-02;-0.3973773
BEL;CPI;TOT;AGRWTH;M;2015-03;-0.3971406
BEL;CPI;TOT;AGRWTH;M;2015-04;0.2888159
BEL;CPI;TOT;AGRWTH;M;2015-05;0.5583251
BEL;CPI;TOT;AGRWTH;M;2015-06;0.627615
BEL;CPI;TOT;AGRWTH;M;2015-07;0.4574838
BEL;CPI;TOT;AGRWTH;M;2015-08;0.9084556
BEL;CPI;TOT;AGRWTH;M;2015-09;1.059047
BEL;CPI;TOT;AGRWTH;M;2015-10;1.27719
BEL;CPI;TOT;AGRWTH;M;2015-11;1.518633
BEL;CPI;TOT;AGRWTH;M;2015-12;1.5003
BEL;CPI;TOT;AGRWTH;M;2016-01;1.742614
BEL;CPI;TOT;AGRWTH;M;2016-02;1.386395
BEL;CPI;TOT;AGRWTH;M;2016-03;2.242823
BEL;CPI;TOT;AGRWTH;M;2016-04;2.03575
BEL;CPI;TOT;AGRWTH;M;2016-05;2.201071
BEL;CPI;TOT;AGRWTH;M;2016-06;2.158202
BEL;CPI;TOT;AGRWTH;M;2016-07;2.277002
BEL;CPI;TOT;AGRWTH;M;2016-08;2.156708
BEL;CPI;TOT;AGRWTH;M;2016-09;1.868512
BEL;CPI;TOT;AGRWTH;M;2016-10;1.812808
BEL;CPI;TOT;AGRWTH;M;2016-11;1.771479
BEL;CPI;TOT;AGRWTH;M;2016-12;2.029957
BEL;CPI;TOT;AGRWTH;M;2017-01;2.647898
BEL;CPI;TOT;AGRWTH;M;2017-02;2.970979
BEL;CPI;TOT;AGRWTH;M;2017-03;2.281369
BEL;CPI;TOT;AGRWTH;M;2017-04;2.277372
BEL;CPI;TOT;AGRWTH;M;2017-05;1.862631
BEL;CPI;TOT;AGRWTH;M;2017-06;1.598992
BEL;CPI;TOT;AGRWTH;M;2017-07;1.781047
BEL;CPI;TOT;AGRWTH;M;2017-08;1.898121
BEL;CPI;TOT;AGRWTH;M;2017-09;2.008929
BEL;CPI;TOT;AGRWTH;M;2017-10;2.003097
BEL;CPI;TOT;AGRWTH;M;2017-11;2.069432
BEL;CPI;TOT;AGRWTH;M;2017-12;2.134441
BEL;CPI;TOT;AGRWTH;M;2018-01;1.706943
BEL;CPI;TOT;AGRWTH;M;2018-02;1.480845
BEL;CPI;TOT;AGRWTH;M;2018-03;1.391669
BEL;CPI;TOT;AGRWTH;M;2018-04;1.522505
BEL;CPI;TOT;AGRWTH;M;2018-05;1.819048
BEL;CPI;TOT;AGRWTH;M;2018-06;2.079359
BEL;CPI;TOT;AGRWTH;M;2018-07;2.168331
BEL;CPI;TOT;AGRWTH;M;2018-08;2.24292
BEL;CPI;TOT;AGRWTH;M;2018-09;2.349919
BEL;CPI;TOT;AGRWTH;M;2018-10;2.751162
BEL;CPI;TOT;AGRWTH;M;2018-11;2.775936
BEL;CPI;TOT;AGRWTH;M;2018-12;2.335697
BEL;CPI;TOT;AGRWTH;M;2019-01;1.98944
BEL;CPI;TOT;AGRWTH;M;2019-02;2.165317
BEL;CPI;TOT;AGRWTH;M;2019-03;2.331485
BEL;CPI;TOT;AGRWTH;M;2019-04;2.080795
BEL;CPI;TOT;AGRWTH;M;2019-05;1.88944
BEL;CPI;TOT;AGRWTH;M;2019-06;1.728649
BEL;CPI;TOT;AGRWTH;M;2019-07;1.424183
BEL;CPI;TOT;AGRWTH;M;2019-08;1.264176
BEL;CPI;TOT;AGRWTH;M;2019-09;0.7994051
BEL;CPI;TOT;AGRWTH;M;2019-10;0.4801034
BEL;CPI;TOT;AGRWTH;M;2019-11;0.3871681
BEL;CPI;TOT;AGRWTH;M;2019-12;0.7577158
BEL;CPI;TOT;AGRWTH;M;2020-01;1.405195
BEL;CPI;TOT;AGRWTH;M;2020-02;1.096572
BEL;CPI;TOT;AGRWTH;M;2020-03;0.6247129
BEL;CPI;TOT;AGRWTH;M;2020-04;0.5692774
BEL;CPI;TOT;AGRWTH;M;2020-05;0.4773708
BEL;CPI;TOT;AGRWTH;M;2020-06;0.5970423
BEL;CPI;TOT;AGRWTH;M;2020-07;0.7342144
BEL;CPI;TOT;AGRWTH;M;2020-08;0.8169635
BEL;CPI;TOT;AGRWTH;M;2020-09;0.9037256
BEL;CPI;TOT;AGRWTH;M;2020-10;0.74428
BEL;CPI;TOT;AGRWTH;M;2020-11;0.5142332
BEL;CPI;TOT;AGRWTH;M;2020-12;0.4126926
BEL;CPI;TOT;AGRWTH;M;2021-01;0.2552648
BEL;CPI;TOT;AGRWTH;M;2021-02;0.455747
BEL;CPI;TOT;AGRWTH;M;2021-03;0.8947321
BEL;CPI;TOT;AGRWTH;M;2021-04;1.232539
BEL;CPI;TOT;AGRWTH;M;2021-05;1.461855
BEL;CPI;TOT;AGRWTH;M;2021-06;1.625274
BEL;CPI;TOT;AGRWTH;M;2021-07;2.268586
BEL;CPI;TOT;AGRWTH;M;2021-08;2.731494
BEL;CPI;TOT;AGRWTH;M;2021-09;2.860537
BEL;CPI;TOT;AGRWTH;M;2021-10;4.159066
BEL;CPI;TOT;AGRWTH;M;2021-11;5.636762
BEL;CPI;TOT;AGRWTH;M;2021-12;5.708284
DNK;CPI;TOT;AGRWTH;M;1989-04;4.945055
DNK;CPI;TOT;AGRWTH;M;1989-05;4.782083
DNK;CPI;TOT;AGRWTH;M;1989-06;4.542701
DNK;CPI;TOT;AGRWTH;M;1989-07;4.987834
DNK;CPI;TOT;AGRWTH;M;1989-08;4.89426
DNK;CPI;TOT;AGRWTH;M;1989-09;4.6875
DNK;CPI;TOT;AGRWTH;M;1989-10;5.09898
DNK;CPI;TOT;AGRWTH;M;1989-11;4.8243
DNK;CPI;TOT;AGRWTH;M;1989-12;4.8243
DNK;CPI;TOT;AGRWTH;M;1990-01;3.675163
DNK;CPI;TOT;AGRWTH;M;1990-02;3.239105
DNK;CPI;TOT;AGRWTH;M;1990-03;2.985949
DNK;CPI;TOT;AGRWTH;M;1990-04;2.385108
DNK;CPI;TOT;AGRWTH;M;1990-05;2.426343
DNK;CPI;TOT;AGRWTH;M;1990-06;2.491309
DNK;CPI;TOT;AGRWTH;M;1990-07;2.143685
DNK;CPI;TOT;AGRWTH;M;1990-08;2.592166
DNK;CPI;TOT;AGRWTH;M;1990-09;3.099885
DNK;CPI;TOT;AGRWTH;M;1990-10;2.682648
DNK;CPI;TOT;AGRWTH;M;1990-11;2.159091
DNK;CPI;TOT;AGRWTH;M;1990-12;1.875
DNK;CPI;TOT;AGRWTH;M;1991-01;2.515723
DNK;CPI;TOT;AGRWTH;M;1991-02;2.567028
DNK;CPI;TOT;AGRWTH;M;1991-03;2.38772
DNK;CPI;TOT;AGRWTH;M;1991-04;2.556818
DNK;CPI;TOT;AGRWTH;M;1991-05;2.481669
DNK;CPI;TOT;AGRWTH;M;1991-06;2.939514
DNK;CPI;TOT;AGRWTH;M;1991-07;2.949518
DNK;CPI;TOT;AGRWTH;M;1991-08;2.077485
DNK;CPI;TOT;AGRWTH;M;1991-09;1.781737
DNK;CPI;TOT;AGRWTH;M;1991-10;1.834352
DNK;CPI;TOT;AGRWTH;M;1991-11;2.335929
DNK;CPI;TOT;AGRWTH;M;1991-12;2.342443
DNK;CPI;TOT;AGRWTH;M;1992-01;2.119353
DNK;CPI;TOT;AGRWTH;M;1992-02;2.335929
DNK;CPI;TOT;AGRWTH;M;1992-03;2.554137
DNK;CPI;TOT;AGRWTH;M;1992-04;2.493075
DNK;CPI;TOT;AGRWTH;M;1992-05;2.531646
DNK;CPI;TOT;AGRWTH;M;1992-06;2.306425
DNK;CPI;TOT;AGRWTH;M;1992-07;2.203857
DNK;CPI;TOT;AGRWTH;M;1992-08;2.145215
DNK;CPI;TOT;AGRWTH;M;1992-09;1.969365
DNK;CPI;TOT;AGRWTH;M;1992-10;1.637555
DNK;CPI;TOT;AGRWTH;M;1992-11;1.413043
DNK;CPI;TOT;AGRWTH;M;1992-12;1.47139
DNK;CPI;TOT;AGRWTH;M;1993-01;1.529219
DNK;CPI;TOT;AGRWTH;M;1993-02;1.304348
DNK;CPI;TOT;AGRWTH;M;1993-03;1.136979
DNK;CPI;TOT;AGRWTH;M;1993-04;1.081081
DNK;CPI;TOT;AGRWTH;M;1993-05;0.9661836
DNK;CPI;TOT;AGRWTH;M;1993-06;0.9125067
DNK;CPI;TOT;AGRWTH;M;1993-07;1.185984
DNK;CPI;TOT;AGRWTH;M;1993-08;1.238557
DNK;CPI;TOT;AGRWTH;M;1993-09;1.180258
DNK;CPI;TOT;AGRWTH;M;1993-10;1.557465
DNK;CPI;TOT;AGRWTH;M;1993-11;1.500536
DNK;CPI;TOT;AGRWTH;M;1993-12;1.503759
DNK;CPI;TOT;AGRWTH;M;1994-01;1.775148
DNK;CPI;TOT;AGRWTH;M;1994-02;1.824034
DNK;CPI;TOT;AGRWTH;M;1994-03;1.713062
DNK;CPI;TOT;AGRWTH;M;1994-04;2.032086
DNK;CPI;TOT;AGRWTH;M;1994-05;1.913876
DNK;CPI;TOT;AGRWTH;M;1994-06;2.074468
DNK;CPI;TOT;AGRWTH;M;1994-07;2.024507
DNK;CPI;TOT;AGRWTH;M;1994-08;2.234043
DNK;CPI;TOT;AGRWTH;M;1994-09;2.014846
DNK;CPI;TOT;AGRWTH;M;1994-10;1.956637
DNK;CPI;TOT;AGRWTH;M;1994-11;2.059134
DNK;CPI;TOT;AGRWTH;M;1994-12;2.275132
DNK;CPI;TOT;AGRWTH;M;1995-01;2.219873
DNK;CPI;TOT;AGRWTH;M;1995-02;2.31823
DNK;CPI;TOT;AGRWTH;M;1995-03;2.526316
DNK;CPI;TOT;AGRWTH;M;1995-04;2.410902
DNK;CPI;TOT;AGRWTH;M;1995-05;2.347418
DNK;CPI;TOT;AGRWTH;M;1995-06;2.084419
DNK;CPI;TOT;AGRWTH;M;1995-07;1.827676
DNK;CPI;TOT;AGRWTH;M;1995-08;1.612903
DNK;CPI;TOT;AGRWTH;M;1995-09;2.079002
DNK;CPI;TOT;AGRWTH;M;1995-10;1.919087
DNK;CPI;TOT;AGRWTH;M;1995-11;1.86239
DNK;CPI;TOT;AGRWTH;M;1995-12;1.810657
DNK;CPI;TOT;AGRWTH;M;1996-01;1.654602
DNK;CPI;TOT;AGRWTH;M;1996-02;1.802266
DNK;CPI;TOT;AGRWTH;M;1996-03;2.053388
DNK;CPI;TOT;AGRWTH;M;1996-04;1.995906
DNK;CPI;TOT;AGRWTH;M;1996-05;1.936799
DNK;CPI;TOT;AGRWTH;M;1996-06;1.990812
DNK;CPI;TOT;AGRWTH;M;1996-07;2.307692
DNK;CPI;TOT;AGRWTH;M;1996-08;2.355351
DNK;CPI;TOT;AGRWTH;M;1996-09;2.291242
DNK;CPI;TOT;AGRWTH;M;1996-10;2.391858
DNK;CPI;TOT;AGRWTH;M;1996-11;2.386998
DNK;CPI;TOT;AGRWTH;M;1996-12;2.337398
DNK;CPI;TOT;AGRWTH;M;1997-01;2.695829
DNK;CPI;TOT;AGRWTH;M;1997-02;2.175013
DNK;CPI;TOT;AGRWTH;M;1997-03;1.65996
DNK;CPI;TOT;AGRWTH;M;1997-04;1.705971
DNK;CPI;TOT;AGRWTH;M;1997-05;2.05
DNK;CPI;TOT;AGRWTH;M;1997-06;2.402402
DNK;CPI;TOT;AGRWTH;M;1997-07;2.305764
DNK;CPI;TOT;AGRWTH;M;1997-08;2.501251
DNK;CPI;TOT;AGRWTH;M;1997-09;2.289696
DNK;CPI;TOT;AGRWTH;M;1997-10;2.186879
DNK;CPI;TOT;AGRWTH;M;1997-11;2.132936
DNK;CPI;TOT;AGRWTH;M;1997-12;2.085402
DNK;CPI;TOT;AGRWTH;M;1998-01;1.733531
DNK;CPI;TOT;AGRWTH;M;1998-02;2.128713
DNK;CPI;TOT;AGRWTH;M;1998-03;2.276101
DNK;CPI;TOT;AGRWTH;M;1998-04;2.22003
DNK;CPI;TOT;AGRWTH;M;1998-05;2.008819
DNK;CPI;TOT;AGRWTH;M;1998-06;1.710655
