COMPANY;NAME;EMPLOYEES;SUMMARY;PROFIT_MARGINS;NET_INCOME;REVENUE_GROWTH;TOTAL_REVENUE;OPERATING_MARGIN;DEBT_TO_EQUITY;FOREWARD_PE;PE;REVENUE_PER_SHARE;DIVIDEND_YIELD;NBR_SHARES;MARKET_CAP;TOTAL_DEBT
035420.KS;;;;;;;;;;;;;;;;
NAVYA.PA;;;;;;;;;;;;;;;;
NEOEN.PA;;;;;;;;;;;;;;;;
NESTE.HE;Neste Oyj;4719.0;Neste Oyj provides renewable and oil products in Finland and other Nordic countries, Baltic Rim, other European countries, North and South America, and internationally. The company operates in four segments: Renewable Products, Oil Products, Marketing & Services, and Others. The Renewable Products segment produces, markets, and sells renewable diesel, renewable jet fuels and solutions, and renewable solvents, as well as raw material for bioplastics based on its technology to wholesale markets. The Oil Products segment produces, markets, and sells diesel fuel, gasoline, aviation and marine fuels, light and heavy fuel oils, base oils, gasoline components, small engine gasoline, solvents, liquid gases, and bitumen. This segment serves retailers and distributors, oil majors and trading companies, petrochemicals companies, and companies marketing lubricants and solvents. The Marketing & Services segment markets and sells petroleum products and associated services to private motorists, industry, transport companies, farmers, and heating oil customers through a network of 947 service stations, as well as direct sales. The Others segment offers engineering and technology solutions. The company also manufactures raw materials for polymers and chemicals materials. The company was formerly known as Neste Oil Oyj and changed its name to Neste Oyj in June 2015. Neste Oyj was founded in 1948 and is headquartered in Espoo, Finland.;0.127;2034000000.0;0.768;16016000000.0;0.14535;27.297;22.448648;24.145348;20.841;0.0201;376519927.0;31893751808.0;1912999936.0
NESN.SW;Nestlé S.A.;276000.0;"Nestlé S.A., together with its subsidiaries, operates as a food and beverage company. The company operates through Zone Europe, Middle East and North Africa; Zone Americas; and Zone Asia, Oceania and sub-Saharan Africa segments. It offers baby foods under the Cerelac, Gerber, Nido, and NaturNes brands; bottled water under the Nestlé Pure Life, Perrier, and S.Pellegrino brands; cereals under the Fitness, Nesquik, cheerios, and Lion Cereals brands; and chocolate and confectionery products under the KitKat, Nestle L'atelier, Nestle Toll House, Milkybar, Smarties, Quality Street, Aero, Garoto, Orion, and Cailler brands. The company also provides coffee products under the Nescafé, Nespresso, Nescafé Dolce Gusto, Starbucks Coffee At Home, and Blue Bottle Coffee brands; culinary, chilled, and frozen foods under the Maggi, Hot Pockets, Stouffer's, Thomy, Jacks, TombStone, Herta, Buitoni, DiGiorno, and Lean Cuisine brands; dairy products under the Carnation, Nido, Coffee-Mate, and La Laitière brands; and drinks under the Nesquik, Nestea, Nescafé, and Milo brands. In addition, it offers food service products under the Milo, Nescafé, Maggi, Chef, Nestea, Stouffer's, Chef-Mate, Sjora, Minor's, and Lean Cuisine brand names; healthcare nutrition products under the Boost, Peptamen, Resource, Optifast, and Nutren Junior brands; ice cream products under the Dreyer's, Mövenpick, Häagen-Dazs, Nestlé Ice Cream, and Extrême brands; and pet care products under the Purina, ONE, Alpo, Felix, Pro Plan, Cat Chow, Fancy Feast, Bakers, Friskies, Dog Chow, Beneful, and Gourmet brands. The company was founded in 1866 and is headquartered in Vevey, Switzerland.";0.19327;16904999936.0;0.05;87469998080.0;0.17039;87.28;21.552124;25.593763;31.374;0.0228;2756611939.0;307061325824.0;46892998656.0
NTAP;NetApp, Inc.;11000.0;"NetApp, Inc. provides software, systems, and cloud services to manage and share data on-premises, and private and public clouds worldwide. The company offers cloud storage services, including NetApp Cloud Volumes; cloud control solutions, such as NetApp Cloud Manager and NetApp Virtual Desktop Service; cloud services and analytics comprising NetApp Cloud Insights, NetApp Cloud Sync, NetApp Cloud Compliance, NetApp Cloud Tiering, NetApp SaaS Backup, NetApp Cloud Backup, and NetApp Global File Cache; and Cloud Optimization solutions, such as Spot by NetApp, Spot Cloud Analyzer by NetApp, Spot Eco by NetApp, Spot Ocean by NetApp, Spot Wave by NetApp, Spot Elastigroup by NetApp, and NetApp Virtual Desktop Managed Service. It provides data storage solutions comprising NetApp All-Flash FAS series, NetApp Fabric Attached Storage, NetApp FlexPod, NetApp E/EF series, NetApp StorageGRID, NetApp SolidFire, and NetApp HCI; data protection solutions, such as NetApp SnapCenter Backup Management, NetApp SnapMirror Data Replication, NetApp SnapLock Data Compliance, and NetApp Data Availability Services; and data management solutions, including NetApp ONTAP Storage Management System, NetApp ElementOS software, NetApp SANtricity software, NetApp Active IQ Digital Advisor, OnCommand Insight, and OnCommand Workflow Automation. In addition, the company offers application-aware data management service under the NetApp Astra name; and payment solutions and storage-as-a-service under the NetApp Keystone name. Further, it provides assessment, design, consulting, and implementation services. The company serves the energy, financial service, government, technology, internet, life science, healthcare service, manufacturing, media, entertainment, animation, video postproduction, and telecommunication markets through a direct sales force and an ecosystem of partners. NetApp, Inc. was incorporated in 1992 and is headquartered in San Jose, California.";0.16341;1012000000.0;0.098;6192999936.0;0.19409001;334.694;12.125226;16.243618;27.802;0.028099999;221879973.0;14850393088.0;2952000000.0
NETC.CO;Netcompany Group A/S;6505.0;Netcompany Group A/S, an IT services company, delivers business critical IT solutions to public and private sector customers in Denmark, Norway, the United Kingdom, the Netherlands, Belgium, Luxembourg, Greece, Spain, and internationally. It is involved in the development, maintenance, and operation of business-critical IT solutions for various areas, such as digital Web and self-service solutions, application development, cognitive computing, e-commerce and product information management (PIM), ERP, CRM and marketing, application management, case and document management, operation and infrastructure, data and insight, application and mobile, and organizational implementation. The company serves customers in finance, government, manufacturing and engineering, municipality, organization, region, retail and trade, service, unemployment insurance fund and union, telecommunication and media, and energy and utility markets. Netcompany Group A/S was founded in 2000 and is headquartered in Copenhagen, Denmark.;0.15863;576142016.0;0.491;3631971072.0;0.20633;85.483;22.497112;45.393047;73.98;;39211938.0;19137742848.0;2596909056.0
9999.HK;;;;;;;;;;;;;;;;
NFLX;Netflix, Inc.;11300.0;Netflix, Inc. provides entertainment services. It offers TV series, documentaries, feature films, and mobile games across various genres and languages. The company provides members the ability to receive streaming content through a host of internet-connected devices, including TVs, digital video players, television set-top boxes, and mobile devices. It also provides DVDs-by-mail membership services in the United States. The company has approximately 222 million paid members in 190 countries. Netflix, Inc. was incorporated in 1997 and is headquartered in Los Gatos, California.;0.16469;5006960128.0;0.098;30402328576.0;0.20414;98.606;14.579832;17.207647;68.569;;438205069.0;84537393152.0;17299574784.0
NRO.PA;Neurones S.A.;5869.0;"Neurones S.A., an information technology (IT) services company, provides infrastructure, application, and consulting services in France and internationally. Its infrastructure services include the design, integration, and operation of systems and networks; service desk business; server and application outsourcing in cloud computing mode and security; managing the processing operations of business applications; and IT service management and governance. The company also provides application services in the areas of SAP integration and outsourcing; mobility/social/big data and analytics; mobile applications and infrastructure management; IT consulting for finance, big data, and DevOps; enterprise content management, business process management, electronic document management, and dematerialization; and IT training and change management. In addition, it offers management and organization, and digital transformation consulting services; and outsourcing services, including service desk, and support services and application maintenance, as well as hosting or ownership outsourcing services. Further, the company provides digital transformation services in the areas of innovation, analytics/big data, collaborative/social, mobility, and Internet of Things, as well as DevOps-agile/cloud/security. It serves banking/insurance, services/consumer goods, energy/utilities/healthcare, technologies/media/telecoms, industry/public works and civil engineering, and public sector markets. Neurones S.A. was founded in 1984 and is headquartered in Nanterre, France.";0.065019995;37706000.0;0.076;579878976.0;0.106300004;10.008;30.338984;24.520546;23.946;0.0277;8253042.0;867144000.0;35322000.0
SMWH.L;;;;;;;;;;;;;;;;
NCM.AX;;;;;;;;;;;;;;;;
NWL;Newell Brands Inc.;32000.0;"Newell Brands Inc. designs, manufactures, sources, and distributes consumer and commercial products worldwide. It operates in five segments: Commercial Solutions, Home Appliances, Home Solutions, Learning and Development, and Outdoor and Recreation. The Commercial Solutions segment provides commercial cleaning and maintenance solutions; closet and garage organization products; hygiene systems and material handling solutions; and home and security, and smoke and carbon monoxide alarms products under the BRK, First Alert, Mapa, Quickie, Rubbermaid, Rubbermaid Commercial Products, and Spontex brands. The Home Appliances segment offers kitchen appliances under the Crock-Pot, Mr. Coffee, Oster, and Sunbeam brands. The Home Solutions segment provides food and home storage; fresh preserving; vacuum sealing; and gourmet cookware, bakeware, cutlery, and home fragrance products under the Ball, Calphalon, Chesapeake Bay Candle, FoodSaver, Rubbermaid, Sistema, WoodWick, and Yankee Candle brands. The Learning and Development segment offers writing instruments, including markers and highlighters, pens, and pencils; art products; activity-based adhesive and cutting products; labeling solutions; and baby gear and infant care products under the Aprica, Baby Jogger, Graco, NUK, Tigex, Dymo, Elmer's, EXPO, Graco, Mr. Sketch, NUK, Paper Mate, Parker, Prismacolor, Sharpie, Waterman, and X-Acto brands. The Outdoor and Recreation segment provides outdoor and outdoor-related products under the Campingaz, Coleman, Contigo, ExOfficio, and Marmot brands. It serves warehouse clubs, department and drug/grocery stores, mass merchants, home centers, office superstores and supply stores, contract stationers, and distributors, e-commerce, sporting goods, specialty, and travel retailers. The company was formerly known as Newell Rubbermaid Inc. and changed its name to Newell Brands Inc. in April 2016. Newell Brands Inc. was founded in 1903 and is based in Atlanta, Georgia.";0.06708;717000000.0;0.044;10689000448.0;0.10057;140.05;10.654256;14.205674;25.177;0.0405;411279505.0;8520762368.0;5574000128.0
NEM;Newmont Corporation;14400.0;Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2021, it had proven and probable gold reserves of 92.8 million ounces and land position of 62,800 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.;0.08527;1003000000.0;0.053;12373000192.0;0.15057;28.709;23.338182;25.297596;15.524;0.0337;792103519.0;51179380736.0;6209999872.0
NWS;News Corporation;24000.0;"News Corporation, a media and information services company, focuses on creating and distributing content for consumers and businesses worldwide. It operates in six segments: Digital Real Estate Services, Subscription Video Services, Dow Jones, Book Publishing, News Media, and Other. The company distributes content and data products, including The Wall Street Journal, Factiva, Dow Jones Risk & Compliance, Dow Jones Newswires, Barron's, MarketWatch, and Investor's Business Daily through various media channels, such as newspapers, newswires, websites, applications for mobile devices, tablets and e-book readers, newsletters, magazines, proprietary databases, live journalism, videos, and podcasts. It also owns and operates daily, Sunday, weekly, and bi-weekly newspapers comprising The Australian, The Weekend Australian, The Daily Telegraph, The Sunday Telegraph, Herald Sun, Sunday Herald Sun, The Courier Mail, The Sunday Mail, The Advertiser, Sunday Mail, The Sun, The Sun on Sunday, The Times, The Sunday Times, and New York Post, as well as digital mastheads and other websites. In addition, the company publishes general fiction, nonfiction, children's, and religious books; provides video sports, entertainment, and news services to pay-TV subscribers and other commercial licensees primarily through cable, satellite, and internet distribution; and broadcasts rights to live sporting events. Further, it offers property and property-related advertising and services on its websites and mobile applications; online real estate services; and professional software and service products, as well as financial services. The company is headquartered in New York, New York.";0.04937;496000000.0;0.126;10046000128.0;0.08322;37.028;;19.373495;16.99;0.0111;508668173.0;9472245760.0;3460999936.0
NEX.PA;Nexans S.A.;21108.0;Nexans S.A. manufactures and sells cables in France and internationally. It operates through four segments: Building & Territories, High Voltage & Projects, Telecom & Data, and Industry & Solutions. The Building & Territories segment provides cabling systems and smart energy solutions for buildings, smart cities/grids, e-mobility, local infrastructures, decentralized energy systems, and rural electrifications. The High Voltage & Projects segment offers design, engineering, financing, asset management, and systems management solutions for offshore wind farms, subsea interconnections, and land high voltage, as well as smart solutions for the oil and gas sector. The Telecom & Data segment helps customers to deploy copper and fiber optic infrastructures, which include data transmission, telecom networks, hyperscale data centers, and LAN cabling solutions. The Industry & Solutions segment provides customized cabling and connectivity solutions to support OEMs and industrial infrastructure project managers in transport, automatic devices, renewable energy, resources, and other sectors. It also offers wire rods, electrical wires, and winding wires. The company was incorporated in 1994 and is headquartered in Courbevoie, France.;0.02224;164000000.0;0.203;7374000128.0;0.054109998;71.516;14.373833;16.206533;168.762;0.0150999995;24298765.0;3357823232.0;1047000000.0
NEXI.MI;;;;;;;;;;;;;;;;
NXI.PA;Nexity SA;8296.0;"Nexity SA operates as a real estate company in Europe and internationally. The company operates through Residential Real Estate Development, Commercial Real Estate Development, and Other Activities segments. It develops new homes and subdivisions; and new or refurbished office buildings, high-rises, business parks, logistics facilities, retail property, and hotels. The company also provides property management services comprising rental management, sales and lettings, and condominium managing agent services under the Nexity and Oralia brands, as well as the management, coordination, and development of real estate franchise networks under the Century 21 France trade name; manages serviced residences for students and for seniors; distributes real estate products under the iSelection and PERL brands; offers real estate brokerage, space planning advisory, and financial advisory services; and real estate services, including rental management and property management, consultancy, and rental of short-duration work spaces. In addition, it engages in the villes and projets, and pre-development urban regeneration project activities; and investment activities, as well as startup in the incubation phase. The company serves individual, commercial, institutional, and local authority clients. Nexity SA was founded in 1995 and is headquartered in Paris, France.";0.07271;324905984.0;-0.184;4468370944.0;0.08356;124.21;6.2561574;4.1544;80.501;0.0847;39932833.0;1402875008.0;2419824128.0
NXT.L;NEXT plc;26836.0;"NEXT plc engages in the retail of clothing, footwear, and home products in the United Kingdom, rest of Europe, the Middle East, Asia, and internationally. The company operates through NEXT Retail, NEXT Online, NEXT Finance, NEXT International Retail, NEXT Sourcing, Lipsy, NENA, and Property Management segments. It operates retail stores; an online retail platform; and 199 franchise stores in 35 countries. The company also offers consumer credit; NEXT branded products; and women's, men's, children's, homeware, and beauty products under the LABEL and Lipsy's own brand, and other third-party brands. In addition, it provides property management services, including holding and lease of properties. The company was formerly known as J Hepworth & Son and changed its name to NEXT plc in 1986. NEXT plc was founded in 1864 and is headquartered in Enderby, the United Kingdom.";0.14646;677500032.0;0.138;4625900032.0;0.19063999;208.544;;13.150143;36.253;0.0196;119225719.0;7953009152.0;2106300032.0
NEE;NextEra Energy, Inc.;15000.0;"NextEra Energy, Inc., through its subsidiaries, generates, transmits, distributes, and sells electric power to retail and wholesale customers in North America. The company generates electricity through wind, solar, nuclear, coal, and natural gas facilities. It also develops, constructs, and operates long-term contracted assets that consists of clean energy solutions, such as renewable generation facilities, battery storage projects, and electric transmission facilities; sells energy commodities; and owns, develops, constructs, manages and operates electric generation facilities in wholesale energy markets. As of December 31, 2021, the company had approximately 28,564 megawatts of net generating capacity; approximately 77,000 circuit miles of transmission and distribution lines; and 696 substations. It serves approximately 11 million people through approximately 5.7 million customer accounts in the east and lower west coasts of Florida. The company was formerly known as FPL Group, Inc. and changed its name to NextEra Energy, Inc. in 2010. The company was founded in 1925 and is headquartered in Juno Beach, Florida.";0.08969;1456000000.0;-0.224;16232999936.0;0.11015;134.893;28.474451;127.0684;8.268;0.0226;1960334967.0;153086164992.0;59692998656.0
NIBE-B.ST;NIBE Industrier AB (publ);19759.0;"NIBE Industrier AB (publ), together with its subsidiaries, develops, manufactures, markets, and sells various energy-efficient solutions for indoor climate comfort, and components and solutions for intelligent heating and control in Nordic countries, rest of Europe, North America, and internationally. The company operates through three business areas: NIBE Climate Solutions, NIBE Element, and NIBE Stoves. The NIBE Climate Solutions business area offers indoor climate comfort products, such as heat pumps, ventilation products and air conditioning, climate control systems, water heaters and accumulator tanks, district heating products, PV panels, domestic boilers, commercial washing machines, and tumble dryers for homes, apartment blocks, and commercial properties. The NIBE Element business area provides various components and solutions for heating and control, which include tubular, aluminum, foil, thick film, PTC, high-power, and ceramic elements, as well as open spirals and tapes, heating cables and jackets, vacuum brazing, heat pump technology, resistors, heat exchangers, temperature sensors, flexible hoses, and control equipment to domestic and household appliances; commercial products and professional kitchens; energy; transport; advanced technology; medicine; and aviation sectors, as well as industrial projects sectors. The NIBE Stoves business area offers free-standing, wood-burning, gas, and electric stoves; heat-retaining products; and chimney systems, as well as accessories. NIBE Industrier AB (publ) was founded in 1949 and is headquartered in Markaryd, Sweden.";0.10767999;3320000000.0;0.091;30832001024.0;0.13577;45.168;38.860214;40.044323;15.293;0.0056;1400279140.0;145721540608.0;9781999616.0
COX.PA;;;;;;;;;;;;;;;;
NLSN;Nielsen Holdings plc;14000.0;"Nielsen Holdings plc, together with its subsidiaries, operates as a measurement and data analytics company worldwide. The company provides viewership and listening data, and analytics principally to media publishers and marketers, and advertising agencies for television, computer, mobile, CTV, digital, and listening platforms. It also offers television audience measurement services; digital audience measurement services; video advertising services; and independent measurement and consumer research primarily servicing radio, advertisers, and advertising agencies in the audio industry. In addition, it offers consumer behavioral and transactional data. Nielsen Holdings plc provides marketing solutions. The company was founded in 1923 and is headquartered in New York, New York.";0.14086;546000000.0;0.016;3513999872.0;0.23961;159.605;13.072223;10.778745;9.787;0.0095;260281267.0;8445552640.0;5741000192.0
NKE;NIKE, Inc.;73300.0;"NIKE, Inc., together with its subsidiaries, designs, develops, markets, and sells athletic footwear, apparel, equipment, and accessories worldwide. The company offers NIKE brand products in six categories, including running, NIKE basketball, the Jordan brand, football, training, and sportswear. It also markets products designed for kids, as well as for other athletic and recreational uses, such as American football, baseball, cricket, golf, lacrosse, skateboarding, tennis, volleyball, walking, wrestling, and other outdoor activities; and apparel with licensed college and professional team, and league logos, as well as sells sports apparel. In addition, the company sells a line of performance equipment and accessories comprising bags, socks, sport balls, eyewear, timepieces, digital devices, bats, gloves, protective equipment, and other equipment for sports activities; and various plastic products to other manufacturers. Further, it provides athletic and casual footwear, apparel, and accessories under the Jumpman trademark; and casual sneakers, apparel, and accessories under the Converse, Chuck Taylor, All Star, One Star, Star Chevron, and Jack Purcell trademarks. Additionally, the company licenses agreements that permit unaffiliated parties to manufacture and sell apparel, digital devices, and applications and other equipment for sports activities under NIKE-owned trademarks. It sells its products to footwear stores; sporting goods stores; athletic specialty stores; department stores; skate, tennis, and golf shops; and other retail accounts through NIKE-owned retail stores, digital platforms, independent distributors, licensees, and sales representatives. The company was formerly known as Blue Ribbon Sports, Inc. and changed its name to NIKE, Inc. in 1971. NIKE, Inc. was founded in 1964 and is headquartered in Beaverton, Oregon.";0.13063;6115999744.0;0.05;46819999744.0;0.15399;85.468;23.425312;29.635172;29.621;0.0108;1252766118.0;178716213248.0;12657000448.0
NI;NiSource Inc.;7272.0;"NiSource Inc., an energy holding company, operates as a regulated natural gas and electric utility company in the United States. It operates through two segments, Gas Distribution Operations and Electric Operations. The company distributes natural gas to approximately 853,000 customers in northern Indiana, as well as approximately 2.4 million residential, commercial, and industrial customers in Ohio, Pennsylvania, Virginia, Kentucky, and Maryland. It operates approximately 54,600 miles of distribution main pipelines, as well as associated individual customer service lines; and 1,000 miles of transmission main pipelines. The company generates, transmits, and distributes electricity to approximately 483,000 customers in 20 counties in the northern part of Indiana, as well as engages in wholesale electric and transmission transactions. It owns and operates coal-fired electric generating stations with a capacity of 722 megawatts (MW) in Wheatfield and 455 MW in Michigan City; combined cycle gas turbine with a capacity of 563 MW in West Terre Haute; natural gas generating units with a capacity of 155 MW in Wheatfield; hydro generating plants with a capacity of 9 MW in Carroll County and 7 MW in White County; and wind generating units with a capacity of 102 MW and 302 MW in White County, Indiana. The company was formerly known as NIPSCO Industries, Inc. and changed its name to NiSource Inc. in April 1999. NiSource Inc. was founded in 1847 and is headquartered in Merrillville, Indiana.";0.11938;529800000.0;0.163;4899599872.0;0.21431999;137.119;19.73793;26.136986;12.448;0.031;403560777.0;11239217152.0;9972500480.0
NN.AS;NN Group N.V.;11871.0;"NN Group N.V., a financial services company, primarily provides life insurance products in the Netherlands and internationally. The company operates through Netherlands Life, Netherlands Non-life, Insurance Europe, Japan Life, Banking, and Other segments. It offers group and individual life insurance, and pension products; non-life insurance products, including motor, fire, liability, transport, travel, and disability and accident insurance; employee benefits, and health insurance products; corporate-owned life insurance products; and single premium variable annuity individual life insurance products. The company also provides banking services, including mortgage loans, online savings accounts, bank annuities, consumer lending, and retail investment products, as well as administration and management services; reinsurance services; and retirement products and services. It offers its products to individuals, small and medium-sized enterprises, retail customers, and institutional customers directly, as well as through tied agents, bancassurance partners, brokers, and direct channels. The company was formerly known as ING Insurance Topholding N.V. and changed its name to NN Group N.V. in March 2014. NN Group N.V. was founded in 1845 and is headquartered in the Hague, the Netherlands.";0.17177;3084000000.0;;19083999232.0;0.17909999;35.062;10.728643;4.9726334;61.781;0.0525;275046059.0;13053134848.0;12243000320.0
NOKIA.HE;;;;;;;;;;;;;;;;
TYRES.HE;Nokian Renkaat Oyj;5293.0;"Nokian Renkaat Oyj develops and manufactures tires in Finland, Nordics, Russia, the rest of Europe, Asia, the Americas, and internationally. It operates through Passenger Car Tyres, Heavy Tyres, and Vianor segments. The Passenger Car Tyres segment develops and produces summer and winter tires for cars and vans. The Heavy Tyres segment offers tires for forestry machinery; and special tires for agricultural machinery, tractors, and industrial machinery, as well as retreading materials and truck tires. The Vianor segment sells car and van tires, as well as truck tires under the Nokian brand, and other tire brands; and other automotive products and services. The company offers its products through its own Vianor service centers and service centers run by partners, the Nokian Tyres Authorized Dealer (NAD) partners, the N-Tyre retailers, and other tire and vehicle retailers, as well as online stores. As of December 31, 2021, it operated 1,047 Vianor service centers; 2,282 NAD stores; and 110 N-Tyre stores. Nokian Renkaat Oyj was founded in 1898 and is headquartered in Nokia, Finland.";0.121700004;217700000.0;0.219;1788800000.0;0.1671;18.216;6.3507857;7.483035;12.941;0.042;100044188.0;1676657152.0;306100000.0
NDA-FI.HE;Nordea Bank Abp;26894.0;Nordea Bank Abp offers banking products and services in Sweden, Finland, Norway, Denmark, and internationally. It operates through Personal Banking, Business Banking, Large Corporates and Institutions, and Asset and Wealth Management segments. The Personal Banking segment provides various financial services to household customers through internet and mobile banking, over the phone, online meetings, and branch offices. The Business Banking segment offers payments, cash management, cards, working capital management, and finance solutions to corporate and personal customers. The Large Corporates and Institutions segment provides financing, cash management and payment, investment banking, and securities services, as well as capital market products to corporate and institutional customers. The Asset and Wealth Management segment offers investment, savings, and risk management solutions to high net worth individuals and institutional investors. This segment also offers life and pensions products and services. The company was founded in 1820 and is headquartered in Helsinki, Finland.;0.4089;3804999936.0;0.06;9368999936.0;0.51009;;11.171795;9.924829;2.329;0.0733;2376303736.0;34732085248.0;217253003264.0
NENT-B.ST;;;;;;;;;;;;;;;;
NOD.OL;Nordic Semiconductor ASA;1257.0;"Nordic Semiconductor ASA, a fabless semiconductor company, designs, develops, markets, and sells integrated circuits and related solutions for short-and long-range wireless applications in Europe, the Americas, and the Asia/Pacific. It offers ultra-low power components; and develops low power cellular IoT. The company also provides Bluetooth 5 solutions; low power cellular devices for the IoT; and Bluetooth 5.1 solutions for direction finding applications. In addition, it offers Zigbee 3.0 IoT solutions; Thread solution for low-power devices; nRF9160 system-in-package; nRF52 and nRF51 series system-on-chips, as well as nRF591, nRF53, nRF52, and nRF51 series software development kits; ANT, a proprietary ultra-low power wireless solution for battery operated products; and application specific integrated circuits and related consulting services. Further, the company provides software for system development, communication stacks, and application layer software, as well as development tools for desktops. Its products are used in various applications, such as audio, automotive, beacon, computer peripherals, drug delivery, patient monitoring and alerts, smart home, healthcare, connected health and home, education, industrial automation, LED lighting, logistics/asset tracking, transportation, retail and payment, sports and fitness, toys and gaming, virtual reality and augmented reality products, wireless PC peripherals, mobile phone accessories, and consumer electronics, as well as wearables, including connected watches, jewelry, proximity tags, and smart clothes and apparels. The company was founded in 1983 and is headquartered in Trondheim, Norway.";0.14055;91410000.0;0.278;650382976.0;0.17828;4.034;34.468086;59.016396;3.406;;183217541.0;30935359488.0;19893000.0
NSC;Norfolk Southern Corporation;18100.0;"Norfolk Southern Corporation, together with its subsidiaries, engages in the rail transportation of raw materials, intermediate products, and finished goods in the United States. The company transports agriculture, forest, and consumer products comprising soybeans, wheat, corn, fertilizers, livestock and poultry feed, food products, food oils, flour, sweeteners, ethanol, lumber and wood products, pulp board and paper products, wood fibers, wood pulp, scrap paper, beverages, canned goods, and consumer products; chemicals consist of sulfur and related chemicals, petroleum products, chlorine and bleaching compounds, plastics, rubber, industrial chemicals, chemical wastes, and sand; metals and construction materials, such as steel, aluminum products, machinery, scrap metals, cement, aggregates, minerals, clay, transportation equipment, and military-related products; and automotive, including finished motor vehicles and automotive parts, as well as coal. It also transports overseas freight through various Atlantic and Gulf Coast ports; and provides commuter rail passenger transportation services and operates an intermodal network. As of December 31, 2021, the company operated approximately 19,300 route miles in 22 states and the District of Columbia. Norfolk Southern Corporation was incorporated in 1980 and is based in Atlanta, Georgia.";0.26580998;3033999872.0;0.105;11418000384.0;0.40506;114.241;16.770742;19.83217;46.819;0.0199;237944032.0;56073986048.0;15377999872.0
NHY.OL;Norsk Hydro ASA;31264.0;"Norsk Hydro ASA engages in the power production, bauxite extraction, alumina refining, aluminium smelting, remelting, and recycling activities; and provision of extruded solutions worldwide. It operates through Bauxite & Alumina, Aluminium Metal, Metal Markets, Extrusions, and Energy segments. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Aluminium Metal segment is involved in the primary aluminum production casting activities. This segment principally offers extrusion ingots, foundry alloys, and sheet and standard ingots. The Metal Markets segment sells products from the company's primary metal plants; operates recyclers; and trades in physical and financial metals. The Extrusions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors, as well as operates recycling facilities. The Energy segment engages in the trading and wholesale business in Brazil; energy sourcing operations; and operation of power stations in Norway, as well as renewable energy production, such as wind and solar, battery, and hydrogen. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.";0.08125;12147999744.0;0.557;149652996096.0;0.22744;32.153;7.44513;12.185672;72.972;0.0496;1341972804.0;123839389696.0;28416999424.0
NST.AX;Northern Star Resources Limited;3383.0;Northern Star Resources Limited engages in the exploration, development, mining, and processing of gold deposits in Australia. It also sells refined gold. The company holds interests in the Pogo, Kalgoorlie, KCGM, Jundee, Thunderbox, and Carosue Dam operations, as well as Paulsens, Tanami, and Bronzewing projects. It operates in Western Australia, the Northern Territory, and Alaska. The company was incorporated in 2000 and is headquartered in Subiaco, Australia.;0.32127997;1110499968.0;0.626;3456499968.0;-0.05465;7.657;15.666667;6.990376;3.098;0.0234;1137964895.0;9305234432.0;623000000.0
NTRS;Northern Trust Corporation;21700.0;"Northern Trust Corporation, a financial holding company, provides wealth management, asset servicing, asset management, and banking solutions for corporations, institutions, families, and individuals worldwide. It operates in two segments, Corporate & Institutional Services (C&IS) and Wealth Management. The C&IS segment offers asset servicing and related services, including custody, fund administration, investment operations outsourcing, investment management, investment risk and analytical services, employee benefit services, securities lending, foreign exchange, treasury management, brokerage services, transition management services, banking, and cash management services. This segment serves corporate and public retirement funds, foundations, endowments, fund managers, insurance companies, sovereign wealth funds, and other institutional investors. The Wealth Management segment offers trust, investment management, custody, and philanthropic; financial consulting; guardianship and estate administration; family business consulting; family financial education; brokerage services; and private and business banking services. This segment serves high-net-worth individuals and families, business owners, executives, professionals, retirees, and established privately held businesses. The company also provides asset management services, such as active and passive equity; active and passive fixed income; cash management; alternative asset classes comprising private equity and hedge funds of funds; and multi-manager advisory services and products through separately managed accounts, bank common and collective funds, registered investment companies, exchange traded funds, non-U.S. collective investment funds, and unregistered private investment funds. In addition, it offers overlay and other risk management services. The company was founded in 1889 and is headquartered in Chicago, Illinois.";0.23452999;1505400064.0;0.064;6649299968.0;0.30454;;12.795784;15.318612;31.96;0.0269;205887775.0;20168036352.0;7335399936.0
