NAME;SECTOR;SUB INDUSTRY;REUTERS_CODE;YAHOO_CODE;Country;Financials
SPIRAX-SARCO;Industrial Machinery;Industrial Machinery;SPX.L;SPX.L;GB;
SQLI;Information Services;IT Consulting & Other Services;SQLI.PA;SQI.PA;FR;
ST DUPONT;Hotels & Restaurants;;DPTP.PA;DPT.PA;FR;
ST MICROELECTRONICS;Semiconductors;semiconductors;STM.PA;STM.PA;FR;
ST.JAMES'S PLACE CAPITAL;Asset Management;Asset Management & Custody Banks;SJP.L;STJ.L;GB;
STANDARD CHARTERED;Banks;;STAN.L;STAN.L;GB;
Stanley Black & Decker;Industrial Machinery;Industrial Machinery;SWK.N;SWK;US;
Starbucks;Hotels & Restaurants;Restaurants;SBUX.N;SBUX;US;
State Street Corporation;Asset Management;Asset Management & Custody Banks;STT.N;STT;US;
STELLANTIS;Automobiles and Parts;;STLA.PA;STLA.PA;FR;
Steris;Health Care Equipment;Health Care Equipment;STE.N;STE;US;
Stockland;Real Estate;;SGP.AX;SGP.AX;AUS;
STORA ENSO R;Materials;Paper Products;STERV.HE;STERV.HE;FI;
STOREBRAND;Insurance;;STB.OL;STB.OL;NO;
STRAUMANN;Health Care Equipment;Health Care Equipment;STMN.S;STMN.SW;CHF;
Stryker Corporation;Health Care Equipment;Health Care Equipment;SYK.N;SYK;US;
SUEZ;Utilities;Water Utilities;SEVI.PA;SEV.PA;FR;
SUN HUNG KAI PROPERTIES LTD;Real Estate;;0016.HK;0016.HK;CH;
Suncorp Group;Banks;;SUN.AX;SUN.AX;AUS;
SVB Financial;Banks;Regional Banks;SIVB.N;SIVB;US;
SVENSKA CELLULOSA B;Materials;Paper Products;SCAB.ST;SCA-B.ST;SE;
SVENSKA HANDELSBANKEN A;Banks;;SHBA.ST;SHB-A.ST;SE;
SWATCH BEARER;Electronic Components;Consumer Electronics;UHR.S;UHR.SW;CHF;
SWECO 'B';Construction and Materials;;SWECB.ST;SWEC-B.ST;SE;
SWEDBANK;Banks;;SWEDA.ST;SWED-A.ST;SE;
SWEDISH MATCH;Vinters & Tobacco;Tobacco;SWMA.ST;SWMA.ST;SE;
SWEDISH ORPHAN BIOVITRUM;Biotechnology;Biotechnology;SOBIV.ST;SOBI.ST;SE;
SWISS LIFE HLDG;Insurance;;SLHN.S;SLHN.SW;CHF;
SWISS PRIME SITE;Real Estate;;SPSN.S;SPSN.SW;CHF;
SWISS REINSURANCE COMPANY;Insurance;;SRENH.S;SREN.SW;CHF;
SWISSCOM;Telecommunications;;SCMN.S;SCMN.SW;CHF;
SWORD GROUP;Information Services;IT Consulting & Other Services;SWOR.PA;SWP.PA;FR;
Sydney Airport Holdings;Industrials;;SYD.AX;SYD.AX;AUS;
SYMRISE;Chemicals;;SY1G.DE;SY1.DE;DE;
Synchrony Financial;Financials;Consumer Finance;SYF.N;SYF;US;
SYNERGIE;Information Services;Human Resource & Employment Services;SDGI.PA;SDG.PA;FR;
Synopsys;Application Software;Application Software;SNPS.N;SNPS;US;
Sysco;Consumer Staples;Food Distributors;SYY.N;SYY;US;
T. Rowe Price;Asset Management;Asset Management & Custody Banks;TROW.N;TROW;US;
Tabcorp;Hotels & Restaurants;Casinos & Gaming;TAH.AX;TAH.AX;AUS;
TAG IMMOBILIEN AG;Real Estate;;TEGG.DE;TEG.DE;DE;
TAIWAN SEMICONDUCTOR MANUFACTURING;Semiconductors;Semiconductors;2330.TW;2330.TW;TW;
Take-Two Interactive;Communication Services;Interactive Home Entertainment;TTWO.N;TTWO;US;
Tapestry;Apparel, Accessories & Luxury Goods;Apparel, Accessories & Luxury Goods;TPR.N;TPR;US;
Target;Consumer Staples;General Merchandise Stores;TGT.N;TGT;US;
TARKETT;Construction and Materials;;TKTT.PA;TKTT.PA;FR;
TATE & LYLE;Consumer Staples;Packaged Foods & Meats;TATE.L;TATE.L;GB;
TAYLOR WIMPEY;Real Estate;Homebuilding;TW.L;TW.L;GB;
TE Connectivity;Electronic Components;Electronic Manufacturing Services;TEL.N;TEL;US;
TEAMVIEWER AG;Application Software;Application Software;TMV.DE;TMV.DE;DE;
TECAN;Health Care Equipment;Life Sciences Tools & Services;TECN.S;TECN.SW;CHF;
TECHTRONIC INDUSTRIES LTD;Industrials;;0669.HK;0669.HK;CH;
TELE2 B;Telecommunications;;TEL2B.ST;TEL2-B.ST;SE;
TELECOM ITALIA;Telecommunications;;TLIT.MI;TIT.MI;IT;
Teledyne Technologies;Aerospace & Defense;Aerospace & Defense;TDY.N;TDY;US;
Teleflex;Health Care Equipment;Health Care Equipment;TFX.N;TFX;US;
TELEFONICA;Telecommunications;;TEF.MC;TEF.MC;ES;
TELENOR;Telecommunications;;TEL.OL;TEL.OL;NO;
TELEPERFORMANCE;Telecommunications;;TEPRF.PA;TEP.PA;FR;
TELIA COMPANY;Telecommunications;;TELIA.ST;TELIA.ST;SE;
Telstra;Telecommunications;;TLS.AX;TLS.AX;AUS;
TEMENOS;Application Software;Application Software;TEMN.S;TEMN.SW;CHF;
TENARIS;Energy;;TENR.MI;TEN.MI;IT;
TENCENT HOLDINGS LTD;Communication Services;;0700.HK;0700.HK;CH;https://www.tencent.com/en-us/investors/financial-news.html
Teradyne;Semiconductors;Semiconductor Equipment;TER.N;TER;US;
TERNA;Energy;;TRN.MI;TRN.MI;IT;
TESCO;Consumer Staples;Hypermarkets & Super Centers;TSCO.L;TSCO.L;GB;
Tesla;Automobiles and Parts;Automobile Manufacturers;TSLA.N;TSLA;US;
TESSI;Application Software;;TESI.PA;TES.PA;FR;
Texas Instruments;Semiconductors;Semiconductors;TXN.N;TXN;US;
Textron;Aerospace & Defense;Aerospace & Defense;TXT.N;TXT;US;
THALES;Aerospace & Defense;Aerospace & Defense;TCFP.PA;HO.PA;FR;
The Cooper Companies;Health Care Equipment;Health Care Supplies;COO.N;COO;US;
The Hartford;Insurance;Property & Casualty Insurance;HIG.N;HIG;US;
The Hershey Company;Consumer Staples;Packaged Foods & Meats;HSY.N;HSY;US;
The Mosaic Company;Materials;Fertilizers & Agricultural Chemicals;MOS.N;MOS;US;
The Travelers Companies;Insurance;Property & Casualty Insurance;TRV.N;TRV;US;
The Walt Disney Company;Communication Services;Movies & Entertainment;DIS.N;DIS;US;
Thermo Fisher Scientific;Health Care Services;Life Sciences Tools & Services;TMO.N;TMO;US;
THG;Apparel, Accessories & Luxury Goods;;THG.L;THG.L;GB;
THULE GROUP;Hotels & Restaurants;;THULE.ST;THULE.ST;SE;
THYSSENKRUPP;Materials;Steel;TKAG.DE;TKA.DE;DE;
TJX Companies;Apparel, Accessories & Luxury Goods;Apparel Retail;TJX.N;TJX;US;
T-Mobile US;Telecommunications;Wireless Telecommunication Services;TMUS.N;TMUS;US;
TOMRA SYSTEMS;Utilities;Environmental & Facilities Services;TOM.OL;TOM.OL;NO;
TOTAL;Oil & Gas;Oil & Gas Exploration & Production;TTEF.PA;TTE.PA;FR;
TOUAX;Industrials;;TETR.PA;TOUP.PA;FR;
TPG Telecom;Telecommunications;;TPG.AX;TPG.AX;AUS;
Tractor Supply Company;Apparel, Accessories & Luxury Goods;Specialty Stores;TSCO.N;TSCO;US;
Trane Technologies;Industrials;Building Products;TT.N;TT;US;
TransDigm Group;Aerospace & Defense;Aerospace & Defense;TDG.N;TDG;US;
TRANSGENE;Biotechnology;Pharmaceuticals;TRNG.PA;TNG.PA;FR;
Transurban;Industrials;;TCL.AX;TCL.AX;AUS;
TRAVIS PERKINS;Industrials;Trading Companies & Distributors;TPK.L;TPK.L;GB;
TRELLEBORG B;Industrial Machinery;Industrial Machinery;TRELB.ST;TREL-B.ST;SE;
TRIGANO;Automobiles and Parts;;TRIA.PA;TRI.PA;FR;
Trimble;Electronic Components;Electronic Equipment & Instruments;TRMB.N;TRMB;US;
TRITAX BIG BOX REIT;Real Estate;;BBOXT.L;BBOX.L;GB;
Truist Financial;Financials;Regional Banks;TFC.N;TFC;US;
TRYG;Insurance;;TRYG.CO;TRYG.CO;DK;
TUI;Hotels & Restaurants;;TUIT.L;TUI.L;GB;
Twitter;Communication Services;Interactive Media & Services;TWTR.N;TWTR;US;
Tyler Technologies;Application Software;Application Software;TYL.N;TYL;US;
Tyson Foods;Consumer Staples;Packaged Foods & Meats;TSN.N;TSN;US;
U.S. Bancorp;Banks;Diversified Banks;USB.N;USB;US;
UBISOFT;Communication Services;Interactive Home Entertainment;UBIP.PA;UBI.PA;FR;
UBS GROUP;Banks;;UBSG.S;UBSG.SW;CHF;
UCB;Biotechnology;Pharmaceuticals;UCB.BR;UCB.BR;BE;
UDR;Real Estate;Residential REITs;UDR.N;UDR;US;
Ulta Beauty;Apparel, Accessories & Luxury Goods;Specialty Stores;ULTA.N;ULTA;US;
UMG;Communication Services;;UMG.AS;UMG.AS;NL;
UMICORE;Chemicals;;UMI.BR;UMI.BR;BE;
Under Armourÿ(Class A);Apparel, Accessories & Luxury Goods;Apparel, Accessories & Luxury Goods;UAA.N;UAA;US;
Under Armourÿ(Class C);Apparel, Accessories & Luxury Goods;Apparel, Accessories & Luxury Goods;UA.N;UA;US;
UNICREDIT;Banks;;CRDI.MI;UCG.MI;IT;
UNILEVER PLC;Apparel, Accessories & Luxury Goods;Personal Products;ULVR.L;ULVR.L;GB;
Union Pacific;Industrials;Railroads;UNP.N;UNP;US;
UNION TECH.INFOR.;Information Services;IT Consulting & Other Services;UTIN.PA;FPG.PA;FR;
UNIPER;Energy;;UN01.DE;UN01.DE;DE;
UNITE GROUP PLC;Real Estate;;UTG.L;UTG.L;GB;
United Airlines;Airlines;Airlines;UAL.N;UAL;US;
UNITED INTERNET;Communication Services;Integrated Telecommunication Services;UTDI.DE;UTDI.DE;DE;
UNITED MICRO ELECTRONICS CORP;Semiconductors;Semiconductors;UMC.N;UMC;US;
United Parcel Service;Freight;Air Freight & Logistics;UPS.N;UPS;US;
United Rentals;Industrials;Trading Companies & Distributors;URI.N;URI;US;
UNITED UTILITIES GRP;Utilities;Water Utilities;UU.L;UU.L;GB;
UnitedHealth Group;Health Care Services;Managed Health Care;UNH.N;UNH;US;
Universal Health Services;Health Care Services;Health Care Facilities;UHS.N;UHS;US;
UPM KYMMENE;Materials;Paper Products;UPM.HE;UPM.HE;FI;
VALEO;Utilities;Water Utilities;VLOF.PA;FR.PA;FR;
Valero Energy;Oil & Gas;Oil & Gas Refining & Marketing;VLO.N;VLO;US;
VALLOUREC;Industrials;;VLLP.PA;VK.PA;FR;
Valmet;Industrial Machinery;Industrial Machinery;VALMT.HE;VALMT.HE;FI;
VALNEVA;Biotechnology;Biotechnology;VLS.PA;VLA.PA;FR;
VAT GROUP AG;Industrial Machinery;Industrial Machinery;VACN.S;VACN.SW;CHF;
Ventas;Health Care Services;Health Care REITs;VTR.N;VTR;US;
VEOLIA;Utilities;Water Utilities;VIE.PA;VIE.PA;FR;
VERBUND;Energy;;VERB.VI;VER.VI;AT;
Verisign;Telecommunications;Internet Services & Infrastructure;VRSN.N;VRSN;US;
Verisk Analytics;Information Services;Research & Consulting Services;VRSK.N;VRSK;US;
Verizon Communications;Telecommunications;Integrated Telecommunication Services;VZ.N;VZ;US;
Vertex Pharmaceuticals;Biotechnology;Biotechnology;VRTX.N;VRTX;US;
VESTAS WIND SYSTEMS;Energy;;VWS.CO;VWS.CO;DK;
VF Corporation;Apparel, Accessories & Luxury Goods;Apparel, Accessories & Luxury Goods;VFC.N;VFC;US;
ViacomCBS;Communication Services;Movies & Entertainment;VIAC.N;VIAC;US;
Viatris;Biotechnology;Pharmaceuticals;VTRS.N;VTRS;US;
VICAT;Construction and Materials;;VCTP.PA;VCT.PA;FR;
VICTREX;Chemicals;;VCTX.L;VCT.L;GB;
VIFOR PHARMA;Biotechnology;Pharmaceuticals;VIFN.S;VIFN.SW;CHF;
VILMORIN & CIE;Consumer Staples;Agricultural Products;VILM.PA;RIN.PA;FR;
VINCI;Construction and Materials;;SGEF.PA;DG.PA;FR;
VIRBAC;Biotechnology;Pharmaceuticals;VIRB.PA;VIRP.PA;FR;
Virgin Money UK;Banks;;VMUK.L;VMUK.L;GB;
Visa;Financials;Consumer Finance;V.N;V;US;
VISTRY GROUP;Real Estate;Homebuilding;VTYV.L;VTY.L;GB;
VITROLIFE;Biotechnology;Biotechnology;VITR.ST;VITR.ST;SE;
VIVENDI;Construction and Materials;;VIV.PA;VIV.PA;FR;
VODAFONE GRP;Telecommunications;;VOD.L;VOD.L;GB;
VOESTALPINE;Materials;Steel;VOES.VI;VOE.VI;AT;
VOLKSWAGEN PREF;Automobiles and Parts;;VOWG.DE;VOW3.DE;DE;
VOLTALIA;Energy;;VLTSA.PA;VLTSA.PA;FR;
VOLVO B;Automobiles and Parts;;VOLVB.ST;VOLV-B.ST;SE;
Vonovia SE;Real Estate;;VNAN.DE;VNA.DE;DE;
VOPAK;Oil & Gas;;VOPA.AS;VPK.AS;NL;
Vornado Realty Trust;Real Estate;Office REITs;VNO.N;VNO;US;
VRANKEN-POMMERY;Vinters & Tobacco;Distillers & Vintners;VRKP.PA;VRAP.PA;FR;
Vulcan Materials;Materials;Construction Materials;VMC.N;VMC;US;
W. R. Berkley Corporation;Insurance;Property & Casualty Insurance;WRB.N;WRB;US;
W. W. Grainger;Industrial Machinery;Industrial Machinery;GWW.N;GWW;US;
Wabtec;Industrial Machinery;Construction Machinery & Heavy Trucks;WAB.N;WAB;US;
Walgreens Boots Alliance;Apparel, Accessories & Luxury Goods;Drug Retail;WBA.N;WBA;US;
WALLENSTAM B;Real Estate;;WALLB.ST;WALL-B.ST;SE;
Walmart;Consumer Staples;Hypermarkets & Super Centers;WMT.N;WMT;US;
WARTSILA;Industrial Machinery;Industrial Machinery;WRT1V.HE;WRT1V.HE;FI;
Waste Management;Utilities;Environmental & Facilities Services;WM.N;WM;US;
Waters Corporation;Health Care Equipment;Health Care Distributors;WAT.N;WAT;US;
WDP;Real Estate;;WDPP.BR;WDP.BR;BE;
WEC Energy Group;Energy;Electric Utilities;WEC.N;WEC;US;
WEIR GRP;Industrial Machinery;Industrial Machinery;WEIR.L;WEIR.L;GB;
Wells Fargo;Banks;Diversified Banks;WFC.N;WFC;US;
Welltower;Health Care Services;Health Care REITs;WELL.N;WELL;US;
WENDEL;Asset Management;Multi-Sector Holdings;MWDP.PA;MF.PA;FR;
Wesfarmers;Consumer Staples;General Merchandise Stores;WES.AX;WES.AX;AUS;
West Pharmaceutical Services;Health Care Equipment;Health Care Supplies;WST.N;WST;US;
Western Digital;Electronic Components;Technology Hardware, Storage & Peripherals;WDC.N;WDC;US;
Western Union;Financials;Consumer Finance;WU.N;WU;US;
Westpac;Banks;;WBC.AX;WBC.AX;AUS;
WestRock;Materials;Paper Packaging;WRK.N;WRK;US;
Weyerhaeuser;Real Estate;Specialized REITs;WY.N;WY;US;
Whirlpool Corporation;Electronic Components;Electronic Components;WHR.N;WHR;US;
WHITBREAD;Hotels & Restaurants;;WTB.L;WTB.L;GB;
WIENERBERGER;Construction and Materials;;WBSV.VI;WIE.VI;AT;
WIHLBORGS FASTIGHETER;Real Estate;;WIHL.ST;WIHL.ST;SE;
Williams Companies;Oil & Gas;Oil & Gas Storage & Transportation;WMB.N;WMB;US;
Willis Towers Watson;Insurance;Insurance Brokers;WLTW.N;WLTW;US;
WIZZAIR;Airlines;;WIZZ.L;WIZZ.L;GB;
WOLTERS KLUWER;Communication Services;;WLSNC.AS;WKL.AS;NL;
Woodside Petroleum;Energy;;WPL.AX;WPL.AX;AUS;
Woolworths;Consumer Staples;Hypermarkets & Super Centers;WOW.AX;WOW.AX;AUS;https://www.woolworthsgroup.com.au/page/investors/our-performance/Financial_Results/
WORLDLINE;Financials;Consumer Finance;WLN.PA;WLN.PA;FR;
WPP;Communication Services;;WPP.L;WPP.L;GB;
WUXI BIOLOGICS CAYMAN INC;Health Care Services;Life Sciences Tools & Services;2269.HK;2269.HK;CH;
Wynn Resorts;Hotels & Restaurants;Casinos & Gaming;WYNN.N;WYNN;US;
Xcel Energy;Utilities;Multi-Utilities;XEL.N;XEL;US;
Xero;Information Services;Data Processing & Outsourced Services;XRO.AX;XRO.AX;AUS;
XIAOMI CORP;Electronic Components;Technology Hardware, Storage & Peripherals;1810.HK;1810.HK;CH;
XILAM ANIMATION;Communication Services;;XIL.PA;XIL.PA;FR;
Xilinx;Semiconductors;Semiconductors;XLNX.N;XLNX;US;
Xylem;Industrial Machinery;Industrial Machinery;XYL.N;XYL;US;
YARA;Chemicals;;YAR.OL;YAR.OL;NO;
Yum! Brands;Hotels & Restaurants;Restaurants;YUM.N;YUM;US;
ZALANDO;Apparel, Accessories & Luxury Goods;Internet & Direct Marketing Retail;ZALG.DE;ZAL.DE;DE;
Zebra Technologies;Electronic Components;Electronic Equipment & Instruments;ZBRA.N;ZBRA;US;
Zimmer Biomet;Health Care Equipment;Health Care Equipment;ZBH.N;ZBH;US;
Zions Bancorp;Banks;Regional Banks;ZION.N;ZION;US;
Zoetis;Biotechnology;Pharmaceuticals;ZTS.N;ZTS;US;
ZOOPLUS;Consumer Staples;Internet & Direct Marketing Retail;ZO1G.DE;ZO1.DE;DE;
ZUR ROSE GROUP;Apparel, Accessories & Luxury Goods;Drug Retail;ROSEG.S;ROSE.SW;CHF;
ZURICH INSURANCE GROUP;Insurance;;ZURN.S;ZURN.SW;CHF;
BAIDU;Communication Services;Interactive Media & Services;BIDU.N;BIDU;US;
LEMONADE;Insurance;Insurance;LMND.N;LMND;US;
ASAN;Application Software;;ASAN.N;ASAN;US;
COINBASE;Financials;Financial Exchanges & Data;COIN.N;COIN;US;https://investor.coinbase.com/financials/quarterly-results/
TOYOTA;Automobiles and Parts;Automobile Manufacturers;7203.T;7203.T;JPY;
MITSHUBISHU;Automobiles and Parts;Automobile Manufacturers;8058.T;8058.T;JPY;
PANASONIC;Electronic Components;;6752.T;6752.T;JPY;
HITACHI;Information Services;IT Consulting & Other Services;6501.T;6501.T;JPY;
SHIN ETSU CHEMICAL;Chemicals;Chemical material;4063.T;4063.T;JPY;https://www.shinetsu.co.jp/en/ir/ir-data/ir-results/#2022
DAIKIN;Electronic Components;;6367.T;6367.T;JPY;https://www.daikin.com/investor/library/results_materials
SONY;Electronic Components;;6758.T;6758.T;JPY;https://www.sony.com/en/SonyInfo/IR/library/presen/er/archive.html
NIPPON TELEGRAPHE AND TELEPHONE;Telecommunications;;6432.T;6432.T;JPY;https://group.ntt/en/ir/library/results/index.html
JXTG HOLDINGS;Oil & Gas;;5020.T;5020.T;JPY;
ITOSHU;Asset Management;;8001.T;8001.T;JPY;https://www.itochu.co.jp/en/ir/financial_statements/2022/index.html
NIPPON STEEL;Materials;Steel;5401.T;5401.T;JPY;https://www.nipponsteel.com/en/ir/library/settlement.html
